year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,8,F9,Frontier Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",24,8,3.88,0,0.35,0,3.77,1,0,441,267,0,18,0,
2023,8,F9,Frontier Airlines Inc.,BDL,"Hartford, CT: Bradley International",76,23,7.85,0,7.09,0,8.06,3,0,1729,491,0,426,0,
2023,8,F9,Frontier Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",14,2,0,0,0.02,0,1.98,0,0,616,0,0,9,0,
2023,8,F9,Frontier Airlines Inc.,BNA,"Nashville, TN: Nashville International",74,19,6.14,0,5.01,0,7.85,4,0,1113,596,0,179,0,
2023,8,F9,Frontier Airlines Inc.,BOS,"Boston, MA: Logan International",41,7,2.46,0,2.42,0,2.12,0,0,369,138,0,121,0,
2023,8,F9,Frontier Airlines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",33,20,7.81,0,1.5,0,10.69,1,1,1377,428,0,77,0,
2023,8,F9,Frontier Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",114,37,14.92,1.56,5.52,0,15,7,0,2102,600,105,171,0,
2023,8,F9,Frontier Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",251,106,30.06,4.08,19.02,0,52.84,10,0,7981,1711,144,741,0,
2023,8,F9,Frontier Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",10,2,0.66,0,0.34,0,1,1,0,126,33,0,17,0,
2023,8,F9,Frontier Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",23,4,2.34,0,1,0,0.66,0,0,160,74,0,15,0,
2023,8,F9,Frontier Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",508,180,60.69,2.91,48.66,0,67.74,31,5,16529,6267,316,2252,0,
2023,8,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",249,95,19.1,1.56,27.03,0,47.31,9,1,6980,1624,72,1524,0,
2023,8,F9,Frontier Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",26,7,5.24,0,0.53,0,1.23,0,0,403,269,0,13,0,
2023,8,F9,Frontier Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",276,80,25.94,0,10.64,0,43.42,11,0,6716,2245,0,510,0,
2023,8,F9,Frontier Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",93,17,3.89,0.48,1.94,0,10.69,3,0,1427,591,65,113,0,
2023,8,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",2128,644,169.12,12.65,164.62,0,297.61,63,1,59928,20106,1047,8809,0,
2023,8,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",632,205,52.7,3.36,62.95,0,86,32,0,17205,5541,744,3009,0,
2023,8,F9,Frontier Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",14,3,0.37,0,0.63,0,2,1,0,70,7,0,12,0,
2023,8,F9,Frontier Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",186,56,18.13,3.66,13.59,0,20.62,7,0,4622,1652,815,599,0,
2023,8,F9,Frontier Airlines Inc.,ELP,"El Paso, TX: El Paso International",26,6,1.31,0,2.14,0,2.56,1,0,387,98,0,104,0,
2023,8,F9,Frontier Airlines Inc.,FAR,"Fargo, ND: Hector International",16,4,2,0,0,0,2,1,0,249,166,0,0,0,
2023,8,F9,Frontier Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",187,54,10.75,1.69,11.95,0,29.61,12,3,4926,1441,116,1241,0,
2023,8,F9,Frontier Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",18,3,1.03,0,0.97,0,1,0,0,155,27,0,26,0,
2023,8,F9,Frontier Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",13,1,0,0,0,0,1,0,0,130,0,0,0,0,
2023,8,F9,Frontier Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",38,9,2.09,0,2.72,0,4.19,1,0,580,121,0,116,0,
2023,8,F9,Frontier Airlines Inc.,HOU,"Houston, TX: William P Hobby",26,9,2.1,0,0.66,0,6.24,3,0,601,167,0,96,0,
2023,8,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",130,45,17.58,0.15,6.82,0,20.45,2,0,2872,1247,8,376,0,
2023,8,F9,Frontier Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",69,19,4.34,0.15,2.42,0,12.1,4,0,1862,345,12,126,0,
2023,8,F9,Frontier Airlines Inc.,ISP,"Islip, NY: Long Island MacArthur",171,58,18.92,1.04,5.51,0,32.52,12,0,4797,1274,180,288,0,
2023,8,F9,Frontier Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",55,10,7.35,0,0.66,0,1.99,2,0,676,427,0,20,0,
2023,8,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: Harry Reid International",1098,346,105.68,2.3,59.93,0,178.1,60,1,29698,9438,237,3392,0,
2023,8,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",117,33,14.71,1.48,7.42,0,9.38,9,0,2120,1166,37,361,0,
2023,8,F9,Frontier Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",17,5,0.85,0.08,0.67,0,3.4,1,0,311,79,4,12,0,
2023,8,F9,Frontier Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",24,4,3.8,0,0,0,0.2,0,0,218,195,0,0,0,
2023,8,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International",1610,578,149.27,13.71,104.14,0,310.88,80,5,57782,15643,2660,7440,0,
2023,8,F9,Frontier Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",9,3,0.83,1.98,0.19,0,0,1,0,562,58,484,20,0,
2023,8,F9,Frontier Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",394,123,42.43,0.14,28.59,0,51.84,17,2,9175,3874,15,1406,0,
2023,8,F9,Frontier Airlines Inc.,MEM,"Memphis, TN: Memphis International",13,1,0.98,0,0.02,0,0,0,0,82,80,0,2,0,
2023,8,F9,Frontier Airlines Inc.,MIA,"Miami, FL: Miami International",289,124,34.14,1.24,24.22,0,64.4,8,2,11673,2647,43,1595,0,
2023,8,F9,Frontier Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",45,12,3.41,0,1.09,0,7.5,2,0,700,150,0,28,0,
2023,8,F9,Frontier Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",21,5,1.66,0,1.32,0,2.02,0,0,420,152,0,40,0,
2023,8,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",62,18,3.87,0.7,0.59,0,12.83,1,0,1640,392,52,41,0,
2023,8,F9,Frontier Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",52,13,3.11,0.46,2.53,0,6.9,2,0,938,261,25,148,0,
2023,8,F9,Frontier Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",28,6,1,0,1,0,4,2,0,422,29,0,33,0,
2023,8,F9,Frontier Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",38,8,0.87,0,0.41,0,6.72,1,0,442,89,0,11,0,
2023,8,F9,Frontier Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",28,7,2.44,0,1.14,0,3.42,2,0,661,204,0,110,0,
2023,8,F9,Frontier Airlines Inc.,ONT,"Ontario, CA: Ontario International",228,82,30.36,0.4,12.84,0,38.4,21,0,5019,1662,10,633,0,
2023,8,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",57,17,10.03,0.82,4.73,0,1.42,2,0,1541,1084,110,244,0,
2023,8,F9,Frontier Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",31,7,3.64,0.38,2,0,0.99,2,1,538,228,91,60,0,
2023,8,F9,Frontier Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",23,8,1.38,0,1.55,0,5.07,1,0,833,85,0,96,0,
2023,8,F9,Frontier Airlines Inc.,PDX,"Portland, OR: Portland International",93,25,5.26,1.57,4.33,0,13.85,3,0,1441,230,136,163,0,
2023,8,F9,Frontier Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",1026,361,120.76,4.99,55.73,0,179.52,52,1,35038,13642,420,3294,0,
2023,8,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",559,148,49.02,2.23,19.44,0,77.31,30,2,13673,3920,180,1642,0,
2023,8,F9,Frontier Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",14,3,0.42,0,0.58,0,2,1,0,67,15,0,21,0,
2023,8,F9,Frontier Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",17,4,0,0,0.17,0,3.83,1,0,419,0,0,35,0,
2023,8,F9,Frontier Airlines Inc.,PSE,"Ponce, PR: Mercedita",14,6,3,0,0,0,3,0,0,389,312,0,0,0,
2023,8,F9,Frontier Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",10,5,1.78,0,0.04,0,3.18,1,0,349,125,0,5,0,
2023,8,F9,Frontier Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",509,190,50.2,3.23,46.86,0,89.7,25,0,13269,4369,207,1807,0,
2023,8,F9,Frontier Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",117,27,9.77,0,5.48,0,11.75,12,0,2035,1099,0,340,0,
2023,8,F9,Frontier Airlines Inc.,SAN,"San Diego, CA: San Diego International",258,75,24.47,1.27,17.65,0,31.61,28,1,6185,1417,661,912,0,
2023,8,F9,Frontier Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",54,16,5.88,0.8,3.29,0,6.02,4,0,968,384,79,220,0,
2023,8,F9,Frontier Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",11,2,1,0,1,0,0,0,0,64,45,0,19,0,
2023,8,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",67,8,2.4,0.44,1.89,0,3.27,2,0,574,210,66,126,0,
2023,8,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",332,114,36.97,1.06,24.42,0,51.55,18,1,9622,2655,44,967,0,
2023,8,F9,Frontier Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",463,176,50.81,7.73,52.96,0,64.49,15,4,12078,4192,445,2228,0,
2023,8,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",119,38,16.54,1.8,2.84,0,16.82,4,0,3142,964,284,105,0,
2023,8,F9,Frontier Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",17,3,1.52,0,0.22,0,1.26,0,0,173,71,0,5,0,
2023,8,F9,Frontier Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",124,24,11.12,0,2.57,0,10.31,13,0,1175,547,0,94,0,
2023,8,F9,Frontier Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",9,4,0.49,0,1.09,0,2.42,0,0,330,83,0,73,0,
2023,8,F9,Frontier Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",121,25,8.57,0.3,1.68,0,14.45,5,0,2204,870,28,78,0,
2023,8,F9,Frontier Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",14,3,0.07,0,1.1,0,1.83,0,0,135,4,0,41,0,
2023,8,F9,Frontier Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",62,18,3.72,0.94,1.67,0,11.67,1,0,988,187,60,59,0,
2023,8,F9,Frontier Airlines Inc.,TPA,"Tampa, FL: Tampa International",501,154,46.76,1.07,24.18,0,82,47,2,13126,4245,45,1159,0,
2023,8,F9,Frontier Airlines Inc.,TTN,"Trenton, NJ: Trenton Mercer",201,69,18.02,2.87,7.02,0,41.09,15,0,6228,1497,207,502,0,
2023,8,F9,Frontier Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",11,3,0,0,1.07,0,1.93,0,0,100,0,0,26,0,
2023,8,F9,Frontier Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",17,3,1,0,1,0,1,0,0,70,19,0,26,0,
2023,8,G4,Allegiant Air,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",154,36,13.13,1.89,7.04,0,13.94,3,0,2064,678,65,499,0,
2023,8,G4,Allegiant Air,ALB,"Albany, NY: Albany International",44,13,6.8,2.14,2.12,0,1.94,0,0,1131,643,237,62,0,
2023,8,G4,Allegiant Air,ATW,"Appleton, WI: Appleton International",82,35,10.62,0.37,10.65,0,13.35,1,0,2109,984,19,413,0,
2023,8,G4,Allegiant Air,AUS,"Austin, TX: Austin - Bergstrom International",104,17,5.7,3.47,3.84,1,2.99,0,0,914,285,311,170,58,
2023,8,G4,Allegiant Air,AVL,"Asheville, NC: Asheville Regional",266,83,8.48,9.16,29.56,0,35.79,2,1,4385,319,634,1444,0,
2023,8,G4,Allegiant Air,AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",358,98,34.84,5.85,26.23,0.4,30.68,2,2,6971,3049,1180,1025,23,
2023,8,G4,Allegiant Air,BGR,"Bangor, ME: Bangor International",26,6,3.46,0,2.54,0,0,0,0,458,153,0,305,0,
2023,8,G4,Allegiant Air,BIL,"Billings, MT: Billings Logan International",20,7,1.98,0,3.01,0,2.02,0,1,186,65,0,83,0,
2023,8,G4,Allegiant Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",26,2,0.8,0,0.36,0,0.84,0,0,109,16,0,18,0,
2023,8,G4,Allegiant Air,BLI,"Bellingham, WA: Bellingham International",78,13,3.8,1.2,1.95,0,6.04,0,0,809,196,67,74,0,
2023,8,G4,Allegiant Air,BLV,"Belleville, IL: Scott AFB MidAmerica St Louis",85,19,4.09,1.73,9.32,0,3.86,1,1,936,306,40,236,0,
2023,8,G4,Allegiant Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",17,1,0,0,1,0,0,0,0,19,0,0,19,0,
2023,8,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",327,94,27.54,7.15,14.39,1,43.92,5,0,6919,2263,720,729,25,
2023,8,G4,Allegiant Air,BOI,"Boise, ID: Boise Air Terminal",25,6,1,0.88,1.22,0,2.91,1,0,518,64,28,316,0,
2023,8,G4,Allegiant Air,BOS,"Boston, MA: Logan International",46,3,2,0,1,0,0,0,1,180,162,0,18,0,
2023,8,G4,Allegiant Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",11,1,0.77,0,0,0,0.23,0,0,22,17,0,0,0,
2023,8,G4,Allegiant Air,BZN,"Bozeman, MT: Bozeman Yellowstone International",40,7,2.02,0.19,2.4,0,2.39,0,0,252,92,3,58,0,
2023,8,G4,Allegiant Air,CAK,"Akron, OH: Akron-Canton Regional",68,8,3,0.94,4.06,0,0,0,0,552,243,64,245,0,
2023,8,G4,Allegiant Air,CHA,"Chattanooga, TN: Lovell Field",17,9,1.84,1.28,3.01,0,2.87,0,0,381,95,26,89,0,
2023,8,G4,Allegiant Air,CHS,"Charleston, SC: Charleston AFB/International",15,5,1.9,1,1.01,0,1.09,0,0,577,271,261,28,0,
2023,8,G4,Allegiant Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",71,7,1.88,0,3.66,0,1.47,1,0,394,223,0,90,0,
2023,8,G4,Allegiant Air,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",19,4,2,0.53,0.47,0,1,0,0,221,122,17,15,0,
2023,8,G4,Allegiant Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",281,84,20.18,6.86,26.87,0.07,30.03,3,0,11034,3872,794,2831,10,
2023,8,G4,Allegiant Air,DAY,"Dayton, OH: James M Cox/Dayton International",21,9,4.44,0.98,1.33,0,2.25,0,0,544,311,112,56,0,
2023,8,G4,Allegiant Air,DEN,"Denver, CO: Denver International",52,18,5.9,2,6.61,0,3.49,1,0,824,204,94,366,0,
2023,8,G4,Allegiant Air,DSM,"Des Moines, IA: Des Moines International",143,46,11.94,5.06,7.46,0,21.54,1,0,2532,750,373,278,0,
2023,8,G4,Allegiant Air,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",21,5,2,2,1,0,0,1,0,185,71,89,25,0,
2023,8,G4,Allegiant Air,ELP,"El Paso, TX: El Paso International",9,6,0,1.46,2.97,0,1.57,0,0,198,0,54,84,0,
2023,8,G4,Allegiant Air,EUG,"Eugene, OR: Mahlon Sweet Field",41,11,4.39,1.51,1.28,0,3.82,1,1,1724,344,1089,58,0,
2023,8,G4,Allegiant Air,EVV,"Evansville, IN: Evansville Regional",13,1,0.93,0,0.07,0,0,0,0,94,87,0,7,0,
2023,8,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",58,6,5,1,0,0,0,0,0,582,525,57,0,0,
2023,8,G4,Allegiant Air,EYW,"Key West, FL: Key West International",34,5,1.92,1,0.3,0,1.78,0,0,434,213,66,11,0,
2023,8,G4,Allegiant Air,FAR,"Fargo, ND: Hector International",48,5,1.03,0,1.19,0,2.78,1,0,224,38,0,33,0,
2023,8,G4,Allegiant Air,FAT,"Fresno, CA: Fresno Yosemite International",56,16,4.79,0.4,6.1,0,4.71,1,0,1108,418,75,252,0,
2023,8,G4,Allegiant Air,FCA,"Kalispell, MT: Glacier Park International",21,6,3.89,0,0.12,0,1.99,0,0,883,661,0,16,0,
2023,8,G4,Allegiant Air,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",206,91,22.62,4.72,18.79,0,44.88,4,4,8941,2564,462,1574,0,
2023,8,G4,Allegiant Air,FNT,"Flint, MI: Bishop International",88,18,5.99,2.49,1.31,0,8.21,1,1,901,265,191,53,0,
2023,8,G4,Allegiant Air,FSD,"Sioux Falls, SD: Joe Foss Field",63,11,5.28,0,2.99,0,2.73,0,0,497,330,0,72,0,
2023,8,G4,Allegiant Air,FWA,"Fort Wayne, IN: Fort Wayne International",41,7,1.99,0.7,3.06,0,1.25,0,1,487,348,14,78,0,
2023,8,G4,Allegiant Air,GEG,"Spokane, WA: Spokane International",21,8,1.67,0,3.02,0,3.31,0,0,359,97,0,80,0,
2023,8,G4,Allegiant Air,GFK,"Grand Forks, ND: Grand Forks International",9,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,8,G4,Allegiant Air,GJT,"Grand Junction, CO: Grand Junction Regional",12,6,3.32,0.95,0.31,0,1.42,1,0,1722,420,1103,56,0,
2023,8,G4,Allegiant Air,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",4,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,8,G4,Allegiant Air,GRI,"Grand Island, NE: Central Nebraska Regional",18,5,3,1,0.33,0.67,0,0,1,244,171,58,5,10,
2023,8,G4,Allegiant Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",152,38,9.28,1.45,10.54,0,16.73,0,0,2124,394,88,353,0,
2023,8,G4,Allegiant Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",8,2,1,1,0,0,0,0,0,241,189,52,0,0,
2023,8,G4,Allegiant Air,GSP,"Greer, SC: Greenville-Spartanburg International",21,5,1.17,1,2.83,0,0,0,0,180,50,74,56,0,
2023,8,G4,Allegiant Air,GTF,"Great Falls, MT: Great Falls International",8,1,0,1,0,0,0,0,0,23,0,23,0,0,
2023,8,G4,Allegiant Air,HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",20,11,1.42,1.02,3.19,0,5.36,0,0,720,39,100,199,0,
2023,8,G4,Allegiant Air,HOU,"Houston, TX: William P Hobby",34,11,2.56,3.6,2.64,0,2.2,0,0,566,71,290,136,0,
2023,8,G4,Allegiant Air,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",43,13,4.53,2.98,2.87,0,2.63,2,0,838,386,237,121,0,
2023,8,G4,Allegiant Air,IAD,"Washington, DC: Washington Dulles International",40,6,2.34,1,0.59,0,2.07,0,1,312,165,46,63,0,
2023,8,G4,Allegiant Air,IAG,"Niagara Falls, NY: Niagara Falls International",19,6,0,2.26,1.77,0,1.97,0,0,229,0,91,42,0,
2023,8,G4,Allegiant Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",40,12,6.71,1.98,2.89,0,0.43,0,0,668,286,273,96,0,
2023,8,G4,Allegiant Air,IDA,"Idaho Falls, ID: Idaho Falls Regional",45,8,3.64,0,1.42,0,2.94,0,0,356,120,0,75,0,
2023,8,G4,Allegiant Air,IND,"Indianapolis, IN: Indianapolis International",72,18,1.82,3.54,2.89,0,9.75,0,0,1426,258,376,181,0,
2023,8,G4,Allegiant Air,JAX,"Jacksonville, FL: Jacksonville International",39,9,3.41,1.86,0.94,0,2.79,0,0,2074,337,1339,86,0,
2023,8,G4,Allegiant Air,LAS,"Las Vegas, NV: Harry Reid International",623,216,42.38,6.95,75.92,1.13,89.62,7,0,18579,5695,576,4065,71,
2023,8,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",138,63,14.07,0.01,16.22,0,32.7,4,0,5912,2359,2,752,0,
2023,8,G4,Allegiant Air,LCK,"Columbus, OH: Rickenbacker International",88,14,5.39,4.13,2.13,0,2.34,0,0,1436,432,495,375,0,
2023,8,G4,Allegiant Air,LEX,"Lexington, KY: Blue Grass",64,12,1.23,1.76,4.08,0,4.93,0,0,776,39,198,268,0,
2023,8,G4,Allegiant Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",21,11,5.4,2,0.38,0,3.22,0,0,441,215,50,24,0,
2023,8,G4,Allegiant Air,LRD,"Laredo, TX: Laredo International",9,3,2.69,0,0.31,0,0,0,0,95,81,0,14,0,
2023,8,G4,Allegiant Air,MCI,"Kansas City, MO: Kansas City International",14,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,8,G4,Allegiant Air,MDT,"Harrisburg, PA: Harrisburg International",62,15,0.97,1.22,4.43,0,8.38,0,0,1266,67,30,473,0,
2023,8,G4,Allegiant Air,MDW,"Chicago, IL: Chicago Midway International",42,9,1.65,0.17,4.31,0,2.87,0,0,423,124,30,152,0,
2023,8,G4,Allegiant Air,MEM,"Memphis, TN: Memphis International",48,12,3.46,0.56,5.03,0,2.95,0,0,717,244,32,332,0,
2023,8,G4,Allegiant Air,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",46,5,1.13,1,1.94,0,0.93,0,0,190,67,25,60,0,
2023,8,G4,Allegiant Air,MFR,"Medford, OR: Rogue Valley International - Medford",33,8,2.96,0.91,2.29,0,1.84,0,0,580,158,211,112,0,
2023,8,G4,Allegiant Air,MLB,"Melbourne, FL: Melbourne Orlando International",9,1,1,0,0,0,0,0,0,16,16,0,0,0,
2023,8,G4,Allegiant Air,MLI,"Moline, IL: Quad Cities International",21,5,1.06,0.68,2.25,0,1,0,0,128,20,13,54,0,
2023,8,G4,Allegiant Air,MOT,"Minot, ND: Minot International",9,4,2.1,0,1,0,0.9,0,0,142,55,0,35,0,
2023,8,G4,Allegiant Air,MRY,"Monterey, CA: Monterey Regional",8,3,0.65,1,1.35,0,0,0,0,65,11,28,26,0,
2023,8,G4,Allegiant Air,MSO,"Missoula, MT: Missoula Montana",29,9,2.37,0,3.4,0,3.22,0,0,331,114,0,76,0,
2023,8,G4,Allegiant Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",17,5,1.48,0.85,0.62,0,2.05,0,0,251,107,50,31,0,
2023,8,G4,Allegiant Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",9,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023,8,G4,Allegiant Air,MYR,"Myrtle Beach, SC: Myrtle Beach International",132,27,5.27,2.7,5.06,0,13.97,0,0,1600,218,340,168,0,
2023,8,G4,Allegiant Air,OAK,"Oakland, CA: Metro Oakland International",24,4,2,0,1,0,1,0,0,274,176,0,18,0,
2023,8,G4,Allegiant Air,OKC,"Oklahoma City, OK: Will Rogers World",20,5,1,2.3,0.7,0,1,0,0,325,23,257,30,0,
2023,8,G4,Allegiant Air,OMA,"Omaha, NE: Eppley Airfield",37,5,2.18,1,1.09,0,0.73,0,0,347,252,51,33,0,
2023,8,G4,Allegiant Air,ORF,"Norfolk, VA: Norfolk International",24,5,1.58,0,0.48,0,2.95,2,0,642,272,0,22,0,
2023,8,G4,Allegiant Air,PBG,"Plattsburgh, NY: Plattsburgh International",22,5,2.02,0.39,2.59,0,0,1,1,565,184,73,308,0,
2023,8,G4,Allegiant Air,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",21,3,1.75,0,1.25,0,0,0,0,268,218,0,50,0,
2023,8,G4,Allegiant Air,PDX,"Portland, OR: Portland International",41,4,1.5,0,1.17,0,1.33,0,0,150,72,0,40,0,
2023,8,G4,Allegiant Air,PGD,"Punta Gorda, FL: Punta Gorda Airport",367,101,19.18,17.29,23.36,0.19,40.97,4,1,6845,2302,1169,999,4,
2023,8,G4,Allegiant Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",34,11,3.66,0,3.31,0,4.03,2,0,666,366,0,93,0,
2023,8,G4,Allegiant Air,PIA,"Peoria, IL: General Downing - Peoria International",76,14,4.69,2.2,4.24,0,2.87,1,0,799,322,81,170,0,
2023,8,G4,Allegiant Air,PIE,"St. Petersburg, FL: St Pete Clearwater International",581,134,25.91,15.87,32.49,1,58.73,5,0,7770,1606,1624,1073,17,
2023,8,G4,Allegiant Air,PIT,"Pittsburgh, PA: Pittsburgh International",122,24,3.19,4.53,3.12,0,13.17,0,1,2100,248,279,192,0,
2023,8,G4,Allegiant Air,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",26,6,2.59,0,3.41,0,0,0,0,590,442,0,148,0,
2023,8,G4,Allegiant Air,PSM,"Portsmouth, NH: Portsmouth International at Pease",25,6,1.94,0.68,1.47,0,1.91,0,0,430,103,154,45,0,
2023,8,G4,Allegiant Air,PVD,"Providence, RI: Rhode Island Tf Green International",24,8,4.87,0.42,1.74,0,0.97,0,0,572,211,16,283,0,
2023,8,G4,Allegiant Air,PVU,"Provo, UT: Provo Municipal",162,74,15.88,3.17,18.16,0,36.79,3,0,6863,1819,1129,675,0,
2023,8,G4,Allegiant Air,RAP,"Rapid City, SD: Rapid City Regional",19,5,1,0,2.63,0,1.37,0,0,132,19,0,84,0,
2023,8,G4,Allegiant Air,RFD,"Rockford, IL: Chicago/Rockford International",44,10,2.96,2.99,1.64,0,2.4,0,0,471,156,210,54,0,
2023,8,G4,Allegiant Air,RIC,"Richmond, VA: Richmond International",19,6,1.31,1,0.82,0,2.87,0,0,494,297,67,23,0,
2023,8,G4,Allegiant Air,RNO,"Reno, NV: Reno/Tahoe International",9,3,0.69,0,1.49,0,0.82,1,0,95,29,0,38,0,
2023,8,G4,Allegiant Air,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",12,1,0.93,0,0.07,0,0,0,1,194,181,0,13,0,
2023,8,G4,Allegiant Air,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",4,1,0.13,0,0.15,0,0.72,0,0,47,6,0,7,0,
2023,8,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",49,9,2.61,1,3.87,0,1.52,0,0,729,389,54,209,0,
2023,8,G4,Allegiant Air,SAT,"San Antonio, TX: San Antonio International",4,1,0,0,0.9,0,0.1,0,0,20,0,0,18,0,
